seqname,source,feature,start,end,id,length
8,ensembl,gene,173930578,173932078,GRMZM2G013391,1500
8,ensembl,gene,173953988,173958520,GRMZM2G087117,4532
8,ensembl,gene,173973120,173978270,GRMZM2G118462,5150
8,ensembl,gene,173979796,173982203,GRMZM2G118453,2407
8,ensembl,gene,173991279,174002135,GRMZM2G118409,10856
8,ensembl,gene,174048466,174058838,GRMZM2G351018,10372
8,ensembl,gene,174087439,174092584,GRMZM2G063737,5145
8,ensembl,gene,174161040,174174010,GRMZM2G350447,12970
8,ensembl,gene,174230994,174242954,GRMZM2G324719,11960
8,ensembl,gene,174313923,174315776,GRMZM2G044576,1853
8,ensembl,gene,174327477,174333920,GRMZM2G355525,6443
8,ensembl,gene,174334906,174342097,GRMZM2G055219,7191
8,ensembl,gene,174446458,174450270,GRMZM2G120951,3812
8,ensembl,gene,174463898,174467871,GRMZM2G095634,3973
8,ensembl,gene,174510782,174515041,GRMZM2G124883,4259
8,ensembl,gene,174612565,174617106,GRMZM2G118770,4541
8,ensembl,gene,174619594,174624668,GRMZM2G118806,5074
8,ensembl,gene,174646183,174647926,GRMZM2G120779,1743
8,ensembl,gene,174704705,174705863,AC203173.3_FG001,1158
8,ensembl,gene,174737552,174739005,GRMZM2G700839,1453
8,ensembl,gene,174739279,174742892,AC203173.3_FG002,3613
8,ensembl,gene,174769780,174773141,AC203173.3_FG004,3361
8,ensembl,gene,174812085,174813910,GRMZM2G097282,1825
8,ensembl,gene,174848342,174876645,GRMZM5G876285,28303
8,ensembl,gene,174915815,174917442,GRMZM5G812548,1627
8,ensembl,gene,174922061,174922832,GRMZM2G567165,771
8,ensembl,gene,174954713,174956656,GRMZM2G002786,1943
8,ensembl,gene,175019959,175023270,GRMZM2G356529,3311
8,ensembl,gene,175061976,175063370,GRMZM2G044070,1394
8,ensembl,gene,175091670,175093422,GRMZM2G130119,1752
8,ensembl,gene,175104996,175109242,GRMZM2G353990,4246
8,ensembl,gene,175144341,175146029,GRMZM2G036409,1688
8,ensembl,gene,175178619,175184508,AC211349.4_FG001,5889
8,ensembl,gene,175243957,175245861,GRMZM2G111344,1904
8,ensembl,gene,175251100,175252414,GRMZM2G111354,1314
8,ensembl,gene,175258682,175259215,GRMZM2G411649,533
8,ensembl,gene,175285916,175288181,GRMZM2G446170,2265
7,ensembl,gene,15260,22690,GRMZM2G000118,7430
7,ensembl,gene,27232,28226,GRMZM2G000124,994
7,ensembl,gene,32428,33693,GRMZM2G000126,1265
7,ensembl,gene,109608,111503,AC183928.4_FG001,1895
7,ensembl,gene,116570,119600,GRMZM2G000874,3030
7,ensembl,gene,178311,188310,GRMZM2G404922,9999
7,ensembl,gene,188554,189026,GRMZM2G104854,472
7,ensembl,gene,189828,195832,GRMZM2G404941,6004
7,ensembl,gene,272887,273547,GRMZM2G424147,660
7,ensembl,gene,272887,276486,GRMZM5G894233,3599
7,ensembl,gene,302316,304014,GRMZM2G152059,1698
7,ensembl,gene,304661,306932,GRMZM2G152028,2271
7,ensembl,gene,306995,308828,GRMZM5G800488,1833
7,ensembl,gene,427647,432921,GRMZM5G881908,5274
7,ensembl,gene,569941,572793,GRMZM2G100652,2852
7,ensembl,gene,574225,575169,GRMZM5G831474,944
7,ensembl,gene,575561,577116,GRMZM2G100766,1555
7,ensembl,gene,725316,726416,GRMZM2G177104,1100
7,ensembl,gene,772672,776085,GRMZM2G179429,3413
7,ensembl,gene,803648,806985,GRMZM2G165828,3337
7,ensembl,gene,920232,924567,GRMZM2G020104,4335
7,ensembl,gene,952700,955035,GRMZM2G323499,2335
7,ensembl,gene,955381,961141,GRMZM2G020281,5760
7,ensembl,gene,985761,987463,GRMZM2G390124,1702
7,ensembl,gene,988066,993567,GRMZM2G090824,5501
7,ensembl,gene,994575,997323,GRMZM2G090744,2748
7,ensembl,gene,1065942,1067495,GRMZM2G138450,1553
7,ensembl,gene,1123344,1124687,GRMZM2G404676,1343
7,ensembl,gene,1140645,1141932,GRMZM2G105682,1287
7,ensembl,gene,1142900,1143903,GRMZM2G135897,1003
7,ensembl,gene,1143272,1145765,GRMZM2G436986,2493
7,ensembl,gene,1144796,1151528,GRMZM2G436981,6732
7,ensembl,gene,1195548,1204177,GRMZM2G135839,8629
7,ensembl,gene,1225456,1233283,GRMZM2G135808,7827
7,ensembl,gene,1232553,1236835,GRMZM2G135739,4282
7,ensembl,gene,1269882,1270540,GRMZM2G420772,658
7,ensembl,gene,1269882,1272727,GRMZM2G420743,2845
7,ensembl,gene,1271996,1272620,GRMZM2G420758,624
7,ensembl,gene,1272840,1273906,GRMZM2G420733,1066
7,ensembl,gene,1287636,1289355,GRMZM2G120652,1719
7,ensembl,gene,1289961,1293965,GRMZM2G120575,4004
7,ensembl,gene,1295724,1299401,GRMZM2G120574,3677
7,ensembl,gene,1299982,1302667,GRMZM2G120572,2685
7,ensembl,gene,1304831,1310094,GRMZM2G555108,5263
7,ensembl,gene,1309331,1321760,GRMZM2G120563,12429
7,ensembl,gene,1322423,1323473,GRMZM2G120414,1050
7,ensembl,gene,1365222,1370513,GRMZM2G022120,5291
7,ensembl,gene,1444842,1445569,GRMZM5G827207,727
7,ensembl,gene,1519824,1523155,GRMZM2G108589,3331
7,ensembl,gene,1544604,1544945,GRMZM2G704303,341
7,ensembl,gene,1560747,1562661,GRMZM2G108637,1914
7,ensembl,gene,1571398,1573032,GRMZM2G162222,1634
7,ensembl,gene,1630745,1632461,GRMZM2G148605,1716
7,ensembl,gene,1791268,1792601,GRMZM2G106588,1333
7,ensembl,gene,1792933,1797916,GRMZM2G106600,4983
7,ensembl,gene,1923485,1924841,GRMZM2G018721,1356
7,ensembl,gene,1929391,1947868,GRMZM2G018926,18477
7,ensembl,gene,1949666,1957643,GRMZM2G019200,7977
7,ensembl,gene,1958055,1960555,GRMZM2G019746,2500
7,ensembl,gene,1975016,1982933,GRMZM2G019879,7917
7,ensembl,gene,1988108,1990545,GRMZM5G852776,2437
7,ensembl,gene,2065444,2076981,GRMZM2G072582,11537
7,ensembl,gene,2136347,2138600,AC205122.4_FG003,2253
7,ensembl,gene,2138862,2144213,GRMZM5G845755,5351
7,ensembl,gene,2144673,2146091,AC205122.4_FG005,1418
7,ensembl,gene,2147314,2149581,AC205122.4_FG006,2267
7,ensembl,gene,2152955,2155327,AC205122.4_FG007,2372
7,ensembl,gene,2159490,2160917,AC205122.4_FG008,1427
7,ensembl,gene,2162503,2164013,AC205122.4_FG009,1510
7,ensembl,gene,2178961,2210987,AC205122.4_FG010,32026
7,ensembl,gene,2295884,2296892,GRMZM2G458082,1008
7,ensembl,gene,2320875,2322495,GRMZM2G337881,1620
7,ensembl,gene,2362266,2363807,GRMZM2G128693,1541
7,ensembl,gene,2369695,2369998,GRMZM2G704310,303
7,ensembl,gene,2428965,2429693,GRMZM2G071436,728
7,ensembl,gene,2440352,2441094,GRMZM2G045031,742
7,ensembl,gene,2465098,2467241,GRMZM2G395721,2143
7,ensembl,gene,2515278,2517156,GRMZM2G026083,1878
7,ensembl,gene,2525679,2527394,GRMZM2G026189,1715
7,ensembl,gene,2527771,2529774,GRMZM2G026229,2003
7,ensembl,gene,2542231,2543781,GRMZM2G101513,1550
7,ensembl,gene,2544679,2546361,GRMZM2G101527,1682
7,ensembl,gene,2558148,2560700,AC199624.4_FG007,2552
7,ensembl,gene,2563208,2564699,GRMZM2G403407,1491
7,ensembl,gene,2570309,2577844,GRMZM2G101545,7535
7,ensembl,gene,2582504,2583985,GRMZM5G827455,1481
7,ensembl,gene,2584810,2587604,GRMZM2G341621,2794
7,ensembl,gene,2588235,2593977,GRMZM2G043383,5742
7,ensembl,gene,2593619,2595956,GRMZM2G043368,2337
7,ensembl,gene,2597362,2599901,GRMZM2G043301,2539
7,ensembl,gene,2617891,2619780,GRMZM2G015654,1889
7,ensembl,gene,2621256,2623557,GRMZM2G015739,2301
7,ensembl,gene,2630972,2634436,GRMZM2G100176,3464
7,ensembl,gene,2666734,2667051,GRMZM2G040170,317
7,ensembl,gene,2714411,2716189,GRMZM2G333274,1778
7,ensembl,gene,2720485,2721893,GRMZM2G033014,1408
7,ensembl,gene,2722161,2724325,GRMZM2G033027,2164
7,ensembl,gene,2740109,2740937,AC191704.3_FG007,828
7,ensembl,gene,2741322,2742521,GRMZM5G810231,1199
7,ensembl,gene,2744692,2746114,GRMZM2G117281,1422
7,ensembl,gene,2746257,2748360,GRMZM2G552366,2103
7,ensembl,gene,2750461,2752227,GRMZM2G117454,1766
7,ensembl,gene,2776496,2780015,GRMZM2G403121,3519
7,ensembl,gene,2798530,2800812,GRMZM2G337402,2282
7,ensembl,gene,2872688,2874871,GRMZM2G369266,2183
7,ensembl,gene,2877230,2877934,GRMZM2G067946,704
7,ensembl,gene,2894079,2894784,GRMZM2G369284,705
7,ensembl,gene,2917760,2919679,GRMZM2G470010,1919
7,ensembl,gene,2954927,2955882,GRMZM2G145654,955
7,ensembl,gene,2960526,2964318,GRMZM2G145633,3792
7,ensembl,gene,2964980,2970585,GRMZM2G350205,5605
7,ensembl,gene,3000577,3011032,GRMZM2G044060,10455
7,ensembl,gene,3011685,3012644,GRMZM2G044174,959
7,ensembl,gene,3016427,3017522,AC204845.3_FG008,1095
7,ensembl,gene,3025543,3026306,GRMZM2G044194,763
7,ensembl,gene,3077372,3078435,GRMZM2G438652,1063
7,ensembl,gene,3166109,3170702,GRMZM2G006071,4593
7,ensembl,gene,3186862,3189788,GRMZM2G008234,2926
7,ensembl,gene,3193146,3198061,GRMZM2G008061,4915
7,ensembl,gene,3252463,3253275,GRMZM2G456997,812
7,ensembl,gene,3368123,3368808,GRMZM2G437187,685
7,ensembl,gene,3487009,3488071,GRMZM2G465226,1062
7,ensembl,gene,3667975,3674168,GRMZM2G028041,6193
7,ensembl,gene,3754833,3756349,GRMZM2G300217,1516
7,ensembl,gene,3870477,3872465,AC207544.3_FG011,1988
7,ensembl,gene,3889069,3891403,GRMZM2G450866,2334
7,ensembl,gene,3894813,3896874,GRMZM2G148831,2061
7,ensembl,gene,3908345,3909562,GRMZM2G450822,1217
7,ensembl,gene,3910713,3911477,GRMZM2G450797,764
7,ensembl,gene,4032969,4035577,GRMZM2G108023,2608
7,ensembl,gene,4082077,4086056,GRMZM2G141517,3979
7,ensembl,gene,4091141,4113290,AC217966.3_FG007,22149
7,ensembl,gene,4115377,4120421,GRMZM2G426156,5044
7,ensembl,gene,4120822,4123467,GRMZM5G831780,2645
7,ensembl,gene,4125505,4128341,GRMZM2G426154,2836
7,ensembl,gene,4166250,4167474,GRMZM2G175930,1224
7,ensembl,gene,4239369,4244199,GRMZM2G064799,4830
7,ensembl,gene,4265087,4267198,GRMZM2G365875,2111
7,ensembl,gene,4307138,4310252,GRMZM2G065038,3114
7,ensembl,gene,4311957,4313916,GRMZM2G065040,1959
7,ensembl,gene,4326680,4351885,GRMZM2G329791,25205
7,ensembl,gene,4372358,4374439,GRMZM2G358929,2081
7,ensembl,gene,4378161,4378699,GRMZM2G056547,538
7,ensembl,gene,4471988,4472822,GRMZM2G370199,834
7,ensembl,gene,4490771,4492154,GRMZM5G819257,1383
7,ensembl,gene,4543316,4550902,GRMZM2G480002,7586
7,ensembl,gene,4551931,4552890,GRMZM2G180011,959
7,ensembl,gene,4553781,4555633,GRMZM2G180004,1852
7,ensembl,gene,4587851,4589019,GRMZM2G479980,1168
7,ensembl,gene,4645906,4646888,GRMZM2G108772,982
7,ensembl,gene,4685362,4686349,GRMZM2G142721,987
7,ensembl,gene,4708398,4726962,GRMZM2G051793,18564
7,ensembl,gene,4732246,4737863,GRMZM2G051670,5617
7,ensembl,gene,4799319,4801203,GRMZM2G047954,1884
7,ensembl,gene,4805833,4808169,GRMZM2G048172,2336
7,ensembl,gene,4831616,4833827,GRMZM2G167892,2211
7,ensembl,gene,4847296,4849096,GRMZM2G467977,1800
7,ensembl,gene,4907415,4909109,GRMZM2G102968,1694
7,ensembl,gene,4909447,4910568,GRMZM2G103066,1121
7,ensembl,gene,4911187,4913135,GRMZM2G080512,1948
7,ensembl,gene,4963005,4966575,GRMZM2G039922,3570
7,ensembl,gene,4970133,4971527,GRMZM2G040090,1394
7,ensembl,gene,5042139,5044297,GRMZM2G060866,2158
7,ensembl,gene,5073994,5076375,GRMZM2G093705,2381
7,ensembl,gene,5077289,5080373,GRMZM2G093766,3084
7,ensembl,gene,5091527,5098519,GRMZM2G011800,6992
7,ensembl,gene,5100138,5105705,GRMZM2G011858,5567
7,ensembl,gene,5113135,5132924,GRMZM2G012031,19789
7,ensembl,gene,5132960,5135053,GRMZM2G012324,2093
7,ensembl,gene,5134217,5135120,GRMZM2G012397,903
7,ensembl,gene,5138902,5145630,GRMZM2G013114,6728
7,ensembl,gene,5147361,5148057,GRMZM2G013220,696
7,ensembl,gene,5150208,5154827,GRMZM2G013236,4619
7,ensembl,gene,5277400,5278259,GRMZM2G031504,859
7,ensembl,gene,5333364,5334245,GRMZM2G442791,881
7,ensembl,gene,5340328,5342773,GRMZM2G142063,2445
7,ensembl,gene,5343071,5345491,GRMZM2G142119,2420
7,ensembl,gene,5402443,5406472,GRMZM5G844629,4029
7,ensembl,gene,5420293,5424699,GRMZM5G891209,4406
7,ensembl,gene,5457725,5462726,GRMZM5G854571,5001
7,ensembl,gene,5520895,5524522,GRMZM2G129357,3627
7,ensembl,gene,5528435,5532236,GRMZM2G129246,3801
7,ensembl,gene,5531911,5532240,AC187560.5_FG003,329
7,ensembl,gene,5557187,5557868,GRMZM2G129175,681
7,ensembl,gene,5568049,5570142,GRMZM2G090104,2093
7,ensembl,gene,5617501,5618927,GRMZM2G011314,1426
7,ensembl,gene,5789158,5790020,GRMZM2G059088,862
7,ensembl,gene,5870023,5872549,AC221004.3_FG003,2526
7,ensembl,gene,5879643,5882461,GRMZM2G357523,2818
7,ensembl,gene,5981141,5983425,GRMZM2G417954,2284
7,ensembl,gene,6069180,6073315,GRMZM2G025977,4135
7,ensembl,gene,6072503,6074570,GRMZM2G026614,2067
7,ensembl,gene,6074886,6075510,AC205320.3_FG004,624
7,ensembl,gene,6131126,6133283,GRMZM2G029587,2157
7,ensembl,gene,6143977,6144590,GRMZM2G029623,613
7,ensembl,gene,6146706,6151909,GRMZM2G029692,5203
7,ensembl,gene,6222097,6224439,GRMZM2G093761,2342
7,ensembl,gene,6224658,6226029,GRMZM2G395535,1371
7,ensembl,gene,6302164,6308565,GRMZM2G106222,6401
7,ensembl,gene,6315293,6328611,GRMZM2G106204,13318
7,ensembl,gene,6361037,6362223,GRMZM2G406170,1186
7,ensembl,gene,6363589,6364567,GRMZM2G406168,978
7,ensembl,gene,6370653,6371683,GRMZM2G106116,1030
7,ensembl,gene,6422635,6438989,GRMZM2G002910,16354
7,ensembl,gene,6439450,6441294,GRMZM2G704330,1844
7,ensembl,gene,6442253,6445218,GRMZM2G301699,2965
7,ensembl,gene,6502603,6504145,GRMZM2G087575,1542
7,ensembl,gene,6510102,6510566,GRMZM2G087585,464
7,ensembl,gene,6540482,6542475,GRMZM2G102079,1993
7,ensembl,gene,6544823,6545749,GRMZM5G878044,926
7,ensembl,gene,6575550,6579920,GRMZM2G032145,4370
7,ensembl,gene,6581600,6583265,GRMZM2G032266,1665
7,ensembl,gene,6604409,6606016,GRMZM2G542497,1607
7,ensembl,gene,6743944,6747943,GRMZM2G355499,3999
7,ensembl,gene,6859805,6861047,GRMZM2G394968,1242
7,ensembl,gene,6918062,6919209,GRMZM2G073929,1147
7,ensembl,gene,6922571,6924041,GRMZM2G406014,1470
7,ensembl,gene,6947403,6951504,GRMZM2G006878,4101
7,ensembl,gene,6991142,6992292,GRMZM2G006716,1150
7,ensembl,gene,7012087,7013388,GRMZM2G164454,1301
7,ensembl,gene,7070209,7071628,GRMZM2G398996,1419
7,ensembl,gene,7075230,7088360,GRMZM2G097856,13130
7,ensembl,gene,7123031,7124333,GRMZM2G320298,1302
7,ensembl,gene,7153306,7174594,GRMZM2G018508,21288
7,ensembl,gene,7261309,7264721,GRMZM2G408379,3412
7,ensembl,gene,7266068,7271089,GRMZM2G107457,5021
7,ensembl,gene,7273053,7285361,GRMZM2G107309,12308
7,ensembl,gene,7345939,7351733,GRMZM2G347270,5794
7,ensembl,gene,7415058,7418404,GRMZM2G044469,3346
7,ensembl,gene,7419148,7421173,GRMZM2G044498,2025
7,ensembl,gene,7423316,7428298,GRMZM2G044527,4982
7,ensembl,gene,7451202,7456538,GRMZM2G406830,5336
7,ensembl,gene,7458916,7464267,GRMZM2G107089,5351
7,ensembl,gene,7464593,7467805,AC200753.3_FG003,3212
7,ensembl,gene,7500378,7507301,GRMZM2G443668,6923
7,ensembl,gene,7511949,7515744,GRMZM2G143330,3795
7,ensembl,gene,7525776,7526844,AC203159.3_FG009,1068
7,ensembl,gene,7528425,7529073,AC203159.3_FG010,648
7,ensembl,gene,7548219,7549751,GRMZM2G127841,1532
7,ensembl,gene,7578318,7579429,GRMZM2G055549,1111
7,ensembl,gene,7581513,7583329,GRMZM2G354519,1816
7,ensembl,gene,7625119,7625716,GRMZM2G463441,597
7,ensembl,gene,7720456,7721637,GRMZM2G102693,1181
7,ensembl,gene,7792295,7795887,GRMZM2G090163,3592
7,ensembl,gene,7812185,7813716,GRMZM2G148619,1531
7,ensembl,gene,7815429,7820930,GRMZM2G148626,5501
7,ensembl,gene,7836812,7837481,GRMZM2G704342,669
7,ensembl,gene,7922257,7923554,GRMZM2G174766,1297
7,ensembl,gene,7959124,7960072,GRMZM2G021149,948
7,ensembl,gene,8051536,8056829,GRMZM5G860810,5293
7,ensembl,gene,8056369,8065662,GRMZM2G074479,9293
7,ensembl,gene,8066461,8071872,GRMZM2G074323,5411
7,ensembl,gene,8177462,8184164,GRMZM2G076630,6702
7,ensembl,gene,8183160,8199889,GRMZM2G377761,16729
7,ensembl,gene,8223184,8225218,GRMZM2G170397,2034
7,ensembl,gene,8262461,8270332,GRMZM2G144645,7871
7,ensembl,gene,8308318,8311556,GRMZM2G144705,3238
7,ensembl,gene,8310841,8315240,GRMZM2G144726,4399
7,ensembl,gene,8368383,8372075,GRMZM2G382356,3692
7,ensembl,gene,8372820,8375660,GRMZM2G382387,2840
7,ensembl,gene,8470473,8472578,GRMZM2G312910,2105
7,ensembl,gene,8472497,8477372,GRMZM2G312839,4875
7,ensembl,gene,8525160,8527464,GRMZM2G024354,2304
7,ensembl,gene,8573470,8579079,GRMZM2G164265,5609
7,ensembl,gene,8681932,8684929,GRMZM2G107408,2997
7,ensembl,gene,8687832,8695148,GRMZM2G027603,7316
7,ensembl,gene,8697516,8698460,GRMZM2G027695,944
7,ensembl,gene,8705526,8709166,GRMZM2G011742,3640
7,ensembl,gene,8831484,8837242,GRMZM2G412492,5758
7,ensembl,gene,8854739,8860657,GRMZM2G062911,5918
7,ensembl,gene,8907142,8909536,GRMZM2G089288,2394
7,ensembl,gene,8933566,8935926,GRMZM2G089193,2360
7,ensembl,gene,9054810,9055606,GRMZM2G035848,796
7,ensembl,gene,9102878,9106744,GRMZM2G428859,3866
7,ensembl,gene,9107769,9118347,GRMZM2G128520,10578
7,ensembl,gene,9136954,9137496,AC193503.3_FG004,542
7,ensembl,gene,9143959,9145836,GRMZM2G114255,1877
7,ensembl,gene,9195353,9199334,GRMZM2G704349,3981
7,ensembl,gene,9201837,9205519,GRMZM2G046776,3682
7,ensembl,gene,9206238,9207523,GRMZM2G046750,1285
7,ensembl,gene,9209243,9212980,GRMZM2G046529,3737
7,ensembl,gene,9260420,9266065,GRMZM2G004301,5645
7,ensembl,gene,9332269,9337505,GRMZM2G153754,5236
7,ensembl,gene,9345721,9346697,GRMZM2G153741,976
7,ensembl,gene,9350478,9372984,GRMZM2G456059,22506
7,ensembl,gene,9373905,9377657,GRMZM2G456086,3752
7,ensembl,gene,9398079,9398800,GRMZM2G149449,721
7,ensembl,gene,9533262,9536242,GRMZM2G329867,2980
7,ensembl,gene,9539808,9546679,AC214119.3_FG009,6871
7,ensembl,gene,9547732,9551752,GRMZM2G132568,4020
7,ensembl,gene,9594516,9600082,GRMZM2G039280,5566
7,ensembl,gene,9706644,9708137,GRMZM2G425728,1493
7,ensembl,gene,9712577,9716596,GRMZM2G125969,4019
7,ensembl,gene,9767522,9769039,GRMZM2G067342,1517
7,ensembl,gene,9799668,9802056,GRMZM2G406746,2388
7,ensembl,gene,9903065,9909646,GRMZM2G070807,6581
7,ensembl,gene,9910307,9912620,GRMZM2G071294,2313
7,ensembl,gene,9917693,9921513,GRMZM2G071370,3820
7,ensembl,gene,10002036,10008371,GRMZM2G704361,6335
7,ensembl,gene,10047282,10052451,GRMZM2G374169,5169
7,ensembl,gene,10075850,10076302,GRMZM2G070399,452
7,ensembl,gene,10113380,10118309,GRMZM2G161035,4929
7,ensembl,gene,10170663,10171849,GRMZM2G161097,1186
7,ensembl,gene,10292460,10296266,GRMZM2G100403,3806
7,ensembl,gene,10370848,10373324,GRMZM2G018074,2476
7,ensembl,gene,10431582,10460630,GRMZM2G578659,29048
7,ensembl,gene,10518320,10522648,GRMZM2G066290,4328
7,ensembl,gene,10554147,10556377,GRMZM2G030350,2230
7,ensembl,gene,10562223,10565361,GRMZM2G030263,3138
7,ensembl,gene,10574421,10581444,GRMZM2G030138,7023
7,ensembl,gene,10580269,10581393,GRMZM2G328171,1124
7,ensembl,gene,10656437,10658172,GRMZM2G162359,1735
7,ensembl,gene,10699275,10703311,GRMZM2G162382,4036
7,ensembl,gene,10780313,10784254,GRMZM5G841619,3941
7,ensembl,gene,10791433,10797563,AC208337.2_FG003,6130
7,ensembl,gene,10798507,10801399,GRMZM2G015534,2892
7,ensembl,gene,10903578,10907839,GRMZM5G864001,4261
7,ensembl,gene,10975561,10976899,GRMZM2G115357,1338
7,ensembl,gene,11133095,11139492,GRMZM2G333916,6397
7,ensembl,gene,11146297,11149206,GRMZM2G333997,2909
7,ensembl,gene,11151804,11157815,GRMZM2G334041,6011
7,ensembl,gene,11189395,11195454,AC211651.4_FG001,6059
7,ensembl,gene,11289237,11293516,GRMZM2G088305,4279
7,ensembl,gene,11340332,11342441,GRMZM2G102075,2109
7,ensembl,gene,11446087,11450539,GRMZM2G401308,4452
7,ensembl,gene,11492262,11493481,GRMZM2G093815,1219
7,ensembl,gene,11575309,11578211,GRMZM2G021416,2902
7,ensembl,gene,11580406,11582661,GRMZM2G021303,2255
7,ensembl,gene,11670462,11676398,AC148167.6_FG001,5936
7,ensembl,gene,11798210,11799472,AC204563.3_FG011,1262
7,ensembl,gene,11804128,11808387,GRMZM2G135062,4259
7,ensembl,gene,11809552,11811683,GRMZM5G893921,2131
7,ensembl,gene,11901031,11903182,GRMZM2G054628,2151
7,ensembl,gene,11924812,11959975,GRMZM2G134550,35163
7,ensembl,gene,11960439,11961784,GRMZM2G168957,1345
7,ensembl,gene,12013733,12015595,GRMZM2G042752,1862
7,ensembl,gene,12083557,12085610,GRMZM2G434518,2053
7,ensembl,gene,12217977,12219968,GRMZM2G101060,1991
7,ensembl,gene,12224694,12226627,GRMZM2G101036,1933
7,ensembl,gene,12253860,12254856,GRMZM2G101024,996
7,ensembl,gene,12279456,12280062,GRMZM2G562681,606
7,ensembl,gene,12316378,12317898,GRMZM2G433968,1520
7,ensembl,gene,12325661,12335021,GRMZM2G135966,9360
7,ensembl,gene,12405146,12407775,AC216869.3_FG001,2629
7,ensembl,gene,12408537,12444694,GRMZM2G346168,36157
7,ensembl,gene,12484473,12485342,GRMZM2G175912,869
7,ensembl,gene,12512878,12513216,GRMZM5G815768,338
7,ensembl,gene,12568476,12569538,GRMZM6G285883,1062
7,ensembl,gene,12591109,12591978,GRMZM2G137959,869
7,ensembl,gene,12626477,12627199,GRMZM2G181051,722
7,ensembl,gene,12676389,12677577,GRMZM2G088896,1188
7,ensembl,gene,12709254,12710092,GRMZM2G094054,838
7,ensembl,gene,12776201,12779156,GRMZM2G344323,2955
7,ensembl,gene,13003435,13004149,GRMZM2G116212,714
7,ensembl,gene,13073446,13074744,GRMZM2G354335,1298
7,ensembl,gene,13178054,13178841,GRMZM2G145466,787
7,ensembl,gene,13181810,13184354,GRMZM2G144653,2544
7,ensembl,gene,13212183,13212759,GRMZM5G884407,576
7,ensembl,gene,13216517,13217691,GRMZM2G150091,1174
7,ensembl,gene,13356454,13364295,GRMZM2G097726,7841
7,ensembl,gene,13405634,13414662,GRMZM2G117369,9028
7,ensembl,gene,13493755,13495493,AC233954.1_FG004,1738
7,ensembl,gene,13508720,13509900,AC233954.1_FG003,1180
7,ensembl,gene,13562001,13563753,GRMZM2G038839,1752
7,ensembl,gene,13574539,13576897,GRMZM2G146940,2358
7,ensembl,gene,13579255,13586257,GRMZM2G446921,7002
7,ensembl,gene,13586915,13587835,GRMZM2G003306,920
7,ensembl,gene,13612838,13614464,GRMZM2G022616,1626
7,ensembl,gene,13619373,13622439,GRMZM2G158489,3066
7,ensembl,gene,13624623,13626638,GRMZM2G458494,2015
7,ensembl,gene,13627934,13629360,GRMZM5G816779,1426
7,ensembl,gene,13669372,13670164,GRMZM2G052076,792
7,ensembl,gene,13669407,13669987,GRMZM2G354775,580
7,ensembl,gene,13674305,13675331,GRMZM2G464272,1026
7,ensembl,gene,13843925,13847478,GRMZM2G001956,3553
7,ensembl,gene,13850116,13852287,GRMZM2G001938,2171
7,ensembl,gene,13853249,13859639,GRMZM2G001898,6390
7,ensembl,gene,13860831,13862429,GRMZM2G108076,1598
7,ensembl,gene,13967993,13969287,GRMZM2G054267,1294
7,ensembl,gene,13987986,13989687,GRMZM2G054405,1701
7,ensembl,gene,14086686,14089909,GRMZM2G493395,3223
7,ensembl,gene,14090595,14093855,GRMZM2G571316,3260
7,ensembl,gene,14331500,14346418,GRMZM2G002894,14918
7,ensembl,gene,14359018,14368764,GRMZM2G304326,9746
7,ensembl,gene,14468797,14474919,GRMZM2G104325,6122
7,ensembl,gene,14545961,14548661,GRMZM2G448583,2700
7,ensembl,gene,14598174,14601701,GRMZM5G836501,3527
7,ensembl,gene,14614573,14618458,GRMZM5G830839,3885
7,ensembl,gene,14626505,14627884,GRMZM2G344606,1379
7,ensembl,gene,14666362,14667602,GRMZM2G174625,1240
7,ensembl,gene,14793410,14802634,GRMZM2G412694,9224
7,ensembl,gene,14894824,14897646,GRMZM2G021896,2822
7,ensembl,gene,14919005,14925630,GRMZM2G438239,6625
7,ensembl,gene,15013269,15015289,GRMZM2G028129,2020
7,ensembl,gene,15083205,15085139,GRMZM2G013065,1934
7,ensembl,gene,15085776,15086381,GRMZM2G316256,605
7,ensembl,gene,15164297,15164874,GRMZM2G335518,577
7,ensembl,gene,15221813,15223779,GRMZM2G346701,1966
7,ensembl,gene,15225270,15226093,GRMZM2G510522,823
7,ensembl,gene,15287196,15293958,GRMZM2G162954,6762
7,ensembl,gene,15327513,15334148,GRMZM2G156692,6635
7,ensembl,gene,15339429,15342544,GRMZM2G156684,3115
7,ensembl,gene,15342731,15350796,GRMZM2G458665,8065
7,ensembl,gene,15428591,15431114,GRMZM2G104505,2523
7,ensembl,gene,15467965,15468908,GRMZM2G480050,943
7,ensembl,gene,15469369,15471236,AC202391.4_FG002,1867
7,ensembl,gene,15480924,15483395,GRMZM2G179090,2471
7,ensembl,gene,15516450,15540856,GRMZM5G856878,24406
7,ensembl,gene,15616347,15618158,GRMZM2G153350,1811
7,ensembl,gene,15671318,15672307,GRMZM2G379652,989
7,ensembl,gene,15838022,15839110,GRMZM2G478965,1088
7,ensembl,gene,16107156,16110012,GRMZM2G170044,2856
7,ensembl,gene,16202771,16203691,GRMZM2G152822,920
7,ensembl,gene,16206802,16209057,GRMZM2G152824,2255
7,ensembl,gene,16283200,16293424,GRMZM2G457534,10224
7,ensembl,gene,16344540,16352217,GRMZM2G178618,7677
